date,description,net_amount,vat_amount,category
04/03/2025,Windows ENT Per Device Per Device Upgrade Software Assurance Only Licence,78583.5,0.0,Comp S/Ware - Non FA
17/03/2025,Protocol Dart Charge,78578.33,0.0,Contractor Costs
12/03/2025,Solicitors Fees,78560.28,0.0,Solicitors Fees
27/03/2025,Air Quality,78216.84,0.0,TA Cost AUC - Programme
05/03/2025,Relates to BTP temp recruitment costs,78072.94,0.0,Professional Fees
04/03/2025,BAU 59 Service Now Managed Support,78065.1,0.0,Professional Services
07/03/2025,AI Enhanced Design Review 2711-0402,78000.0,0.0,Management Consultancy
27/03/2025,#,77992.98,0.0,Publicity
28/03/2025,staff costs,77819.66,0.0,Secondments
24/03/2025,Consolidated Active Travel Fund 1,77591.0,0.0,CurrGrt Las in AEF/A
31/03/2025,Renewals of Structures,77499.42,0.0,TA Renewal of Structures - Capital
27/03/2025,Renewals of Technology,77425.01,0.0,TA Cost AUC – Non SRN
18/03/2025,Technology Services Agreement,77274.42,0.0,IA - Information Technology - Cost - Additions
27/03/2025,Safety,77272.91,0.0,TA Cost AUC - Programme
11/03/2025,#,77153.0,0.0,Support Services
25/03/2025,Carbon,77040.21,0.0,TA Cost AUC - Programme
12/03/2025,Renewals of Structures,76959.49,0.0,TA Renewal of Structures - Capital
28/03/2025,Operate General Management Costs,76620.0,0.0,TA Cost AUC – Non SRN
20/03/2025,Renewals of Technology,76493.38,0.0,TA Cost AUC - Programme
13/03/2025,Renewals of Structures,76435.95,0.0,TA Renewal of Structures - Capital
17/03/2025,Routine Maintenance,76379.26,0.0,CM - Lump Sum Fees
28/03/2025,Renewals of Structures,76286.87,0.0,TA Renewal of Structures - Capital
11/03/2025,Renewals of Roads,76154.1,0.0,TA Renewal of Roads - Capital
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
04/03/2025,Customer Operations Traffic Management,76117.12,0.0,TA Cost AUC - Programme
13/03/2025,Provide Legal Support to Project Team,75889.0,0.0,Legal Consultancy
19/03/2025,RIS 2 Schemes,75884.83,0.0,TA Cost AUC - Programme
26/03/2025,Routine Maintenance,75872.52,0.0,CM - Third Party Damage
21/03/2025,RC - PETERBOROUGH MPTC RENT,75825.99,0.0,RENT
18/03/2025,Non MA,75811.01,0.0,Salt
18/03/2025,#,75765.19,0.0,Transport  Consult
20/03/2025,Carbon,75757.36,0.0,TA Cost AUC - Programme
11/03/2025,Cert 56 MWCC North,75645.39,0.0,Input VAT
11/03/2025,RIS 2 Schemes,75520.0,0.0,TA Cost AUC – Non SRN
13/03/2025,Renewals of Roads,75488.61,0.0,TA Renewal of Roads - Capital
17/03/2025,Corporate Support Services,75483.6,0.0,TA Cost AUC – Non SRN
11/03/2025,Technology Maintenance,75403.84,0.0,CM - Lump Sum Fees
31/03/2025,Environment Other,75278.0,0.0,TA Cost AUC - Programme
15/03/2025,Corporate Support Services,75273.36,0.0,TA Cost AUC – Non SRN
11/03/2025,RIS 1 Schemes,75105.12,0.0,TA Cost AUC - Programme
26/03/2025,#,75000.0,0.0,Research
28/03/2025,Renewals of Technology,75000.0,0.0,TA Cost AUC – Non SRN
28/03/2025,Renewals of Technology,75000.0,0.0,TA Cost AUC – Non SRN
13/03/2025,#,74998.86,0.0,Publicity
21/03/2025,Renewals of Roads,74945.15,0.0,TA Renewal of Roads - Capital
25/03/2025,Operate General Management Costs,74647.96,0.0,TA Cost AUC – Non SRN
05/03/2025,FIRST SOUTH YORKSHIRE LTD,74642.39,0.0,Subsidies Private Se
21/03/2025,City of York Council 10%-  LEVI C Fund 24-25,74600.0,0.0,Cap Grt Loc Auth
27/03/2025,Corporate Support Services,74365.1,0.0,TA Cost AUC – Non SRN
12/03/2025,C590 Acquisitions and Advice - Euston & London Package Order 25,74219.83,0.0,Land Referencing
03/03/2025,Renewals of Structures,74142.34,0.0,TA Renewal of Structures - Capital
26/03/2025,#,74085.0,0.0,Research
27/03/2025,#,73999.87,0.0,Publicity
25/03/2025,Renewals of Roads,73794.45,0.0,TA Renewal of Roads - Capital
17/03/2025,TO-376 SCUNTHORPE MPTC,73792.12,0.0,LAND & BUILDING (EXCL DWELLINGS) CAPITAL COST
21/03/2025,RC - KETTERING MPTC RENT,73786.77,0.0,RENT
27/03/2025,Renewals of Roads,73762.13,0.0,TA Renewal of Roads - Capital
25/03/2025,Manston Flying Charge February 2025,73738.22,0.0,Aviation Flying Charge
13/03/2025,Renewals of Structures,73735.01,0.0,TA Renewal of Structures - Capital
27/03/2025,Renewals of Technology,73732.07,0.0,TA Cost AUC - Programme
31/03/2025,Corporate Support Services,73705.3,0.0,Contractor Costs
13/03/2025,Routine Maintenance,73484.69,0.0,CM - Third Party Damage
13/03/2025,#,73467.33,0.0,IT Consultancy
17/03/2025,Renewals of Structures,73222.0,0.0,TA Renewal of Structures - Capital
25/03/2025,MCA's occupational health services - February 2025,73198.45,0.0,Occupational Health Scheme
13/03/2025,Fuel & Lubricants,73129.1,0.0,Fuel & Lubricants
25/03/2025,Corporate Support Services,73116.59,0.0,ICT Hardware Maintenance
21/03/2025,Renewals of Structures,73060.88,0.0,TA Renewal of Structures - Capital
21/03/2025,Renewals of Roads,73002.92,0.0,TA Renewal of Roads - Capital
20/03/2025,Renewals of Structures,72996.54,0.0,TA Renewal of Structures - Capital
25/03/2025,Water Quality,72943.66,0.0,TA Cost AUC - Programme
14/03/2025,Innovation Operations,72802.8,0.0,TA Cost AUC - Programme
10/03/2025,#,72710.5,0.0,Security
15/03/2025,#,72581.65,0.0,Mail Collection/Deli
04/03/2025,RIS 1 Schemes,72578.52,0.0,TA Cost AUC - Programme
07/03/2025,FEB 25 CTM TRAVEL FEE - Travel Management for travel and accommodation bookings undertaken in the period,72534.71,0.0,Corporate Travel Suspense Account
21/03/2025,Corporate Support Services,72373.25,0.0,Other external training costs
28/03/2025,Corporate Support Services,72207.1,0.0,ICT Software Purchase
05/03/2025,Auc - It Equipment,72199.2,0.0,Auc - It Equipment
27/03/2025,Corporate Support Services,72158.36,0.0,ICT Other costs
28/03/2025,#,72000.0,0.0,Management Consultan
31/03/2025,Group HR Re-charges,71915.14,0.0,Payment to Other Govt Depts
21/03/2025,Renewals of Structures,71861.84,0.0,TA Renewal of Structures - Capital
04/03/2025,Customer Operations Traffic Management,71799.89,0.0,Protective clothing & uniforms
13/03/2025,SANDERS COACHES LTD,71738.94,0.0,Subsidies Private Se
28/03/2025,#,71733.16,0.0,Transport user research
28/03/2025,#,71690.45,0.0,Agency Staff Costs
26/03/2025,#,71309.0,0.0,Research
19/03/2025,Renewals of Structures,71246.76,0.0,TA Renewal of Structures - Capital
11/03/2025,Complex Schemes,71175.44,0.0,TA Cost AUC - Programme
26/03/2025,Corporate Support Services,71157.85,0.0,TA Cost AUC – Non SRN
04/03/2025,Renewals of Roads,71141.5,0.0,TA Renewal of Roads - Capital
19/03/2025,#,71121.45,0.0,IT Ser Running Costs
21/03/2025,RC - NORWICH (PEACHMAN WAY) MPTC RENT,71067.0,0.0,RENT
21/03/2025,Renewals of Structures,71038.27,0.0,TA Renewal of Structures - Capital
05/03/2025,Thames Valley Buses Ltd,71016.47,0.0,Subsidies Private Se
10/03/2025,Phygital,70999.2,0.0,Business Services
03/03/2025,Geophysical Surveys Aug 2024 - Jan 2025,70969.99,0.0,Environmental Services
28/03/2025,Corporate Support Services,70961.67,0.0,TA Cost AUC – Non SRN
31/03/2025,Operate General Management Costs,70900.8,0.0,Contractor Costs
05/03/2025,FIRST POTTERIES LIMITED,70745.35,0.0,Subsidies Private Se
17/03/2025,Renewals of Roads,70702.79,0.0,TA Renewal of Roads - Capital
19/03/2025,RIS 2 Schemes,70565.28,0.0,TA Cost AUC - Programme
05/03/2025,Land Ref Services North,70506.37,0.0,Land Referencing
28/03/2025,#,70400.35,0.0,Research
07/03/2025,#,70000.0,0.0,Property Consultancy
14/03/2025,8 X 60 SEC CLIPS - 5042 TO 5049,70000.0,0.0,SMALL SOFTWARE
21/03/2025,RIS 1 Schemes,70000.0,0.0,TA Cost AUC - Programme
31/03/2025,Renewals of Roads,69944.35,0.0,TA Renewal of Roads - Capital
27/03/2025,#,69840.0,0.0,IT Equipment & Peripherals
24/03/2025,#,69839.4,0.0,Legal Consultancy
19/03/2025,Customer Operations Traffic Management,69755.38,0.0,Facilities Management Reactive Works
04/03/2025,#,69599.76,0.0,Mail Collection/Deli
24/03/2025,PROFESSIONAL FEES - SO0051960 - CUS0166150,69490.66,0.0,COMPUTER EQUIPMENT SERVICE CHARGE
11/03/2025,Renewals of Structures,69481.73,0.0,TA Renewal of Structures - Capital
17/03/2025,Renewals of Structures,69427.0,0.0,TA Renewal of Structures - Capital
07/03/2025,#,69422.12,0.0,Agency Staff Costs
19/03/2025,#,69391.78,0.0,Research
25/03/2025,Renewals of Structures,69340.26,0.0,TA Renewal of Structures - Capital
21/03/2025,Durham OnStreet2 75% upfront,69240.0,0.0,Cap Grt Loc Auth
13/03/2025,Renewals of Structures,69193.08,0.0,TA Renewal of Structures - Capital
26/03/2025,Renewals of Roads,69160.62,0.0,TA Renewal of Roads - Capital
21/03/2025,RC - CAMBRIDGEHARDWICK MPTC RENT,69136.34,0.0,RENT
27/03/2025,Operate General Management Costs,69090.17,0.0,TA Cost AUC – Non SRN
03/03/2025,Business Services General,69000.0,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Structures,68842.98,0.0,TA Renewal of Structures - Capital
21/03/2025,#,68655.6,0.0,Transport  Consult
24/03/2025,Fuel & Lubricants,68629.32,0.0,Fuel & Lubricants
27/03/2025,Corporate Support Services,68593.27,0.0,ICT Other costs
31/03/2025,Corporate Support Services,68588.3,0.0,Other external training costs
27/03/2025,MCA Monthly Maintenance February 2025,68512.78,0.0,CP - Equipment Storage and Maintenance
31/03/2025,#,68400.0,0.0,Research
24/03/2025,Renewals of Roads,68360.49,0.0,TA Renewal of Roads - Capital
20/03/2025,Renewals of Technology,68333.79,0.0,TA Cost AUC - Programme
24/03/2025,01/04/2025 - 31/03/2026 Non Domestic Rates Unit 1-3,68265.0,0.0,General rates
28/03/2025,Renewals of Technology,68245.97,0.0,TA Cost AUC - Programme
05/03/2025,Carousel Buses Ltd,68223.06,0.0,Subsidies Private Se
18/03/2025,Renewals of Structures,68172.15,0.0,TA Renewal of Structures - Capital
06/03/2025,#,68100.0,0.0,ITConsul-Non Rec
20/03/2025,Renewals of Structures,68008.23,0.0,TA Renewal of Structures - Capital
19/03/2025,Renewals of Roads,68000.53,0.0,TA Renewal of Roads - Capital
25/03/2025,Stornoway Flying Charge February 2025,67952.14,0.0,Aviation Fuel Charge
25/03/2025,Corporate Support Services,67879.09,0.0,Contractor Costs
21/03/2025,Renewals of Roads,67772.82,0.0,TA Renewal of Roads - Capital
13/03/2025,#,67740.82,0.0,Publicity
26/03/2025,Renewals of Roads,67692.53,0.0,TA Renewal of Roads - Capital
14/03/2025,Renewals of Technology,67688.81,0.0,TA Cost AUC - Programme
21/03/2025,RC - WAKEFIELD MPTC RENT,67641.96,0.0,RENT
27/03/2025,Corporate Support Services,67635.75,0.0,TA Cost AUC – Non SRN
26/03/2025,Routine Maintenance,67538.22,0.0,CM - Time Based Charges
21/03/2025,Renewals of Roads,67516.33,0.0,TA Renewal of Roads - Capital
26/03/2025,Renewals of Structures,67482.66,0.0,TA Renewal of Structures - Capital
17/03/2025,Communities,67363.2,0.0,TA Cost AUC - Programme
24/03/2025,Environment Other,67336.77,0.0,TA Cost AUC - Programme
27/03/2025,#,67290.0,0.0,Property Consultancy
21/03/2025,Renewals of Technology,67243.72,0.0,TA Cost AUC - Programme
03/03/2025,#,67239.29,0.0,Info Broker Costs
25/03/2025,#,67226.0,0.0,Support Services
11/03/2025,Complex Schemes,67200.0,0.0,TA Cost AUC - Programme
24/03/2025,Renewals of Roads,67152.31,0.0,TA Renewal of Roads - Capital
26/03/2025,P2a EDP Task Orders,67026.44,0.0,AUC - Phase 2A
21/03/2025,Renewals of Roads,66979.35,0.0,TA Renewal of Roads - Capital
31/03/2025,Internal Audit Fees for Q4 24/25,66906.3,0.0, Internal Audit
24/03/2025,Operate S274/S278,66837.31,0.0,Contractor Costs
03/03/2025,Routine Maintenance,66714.34,0.0,Contractor Costs
18/03/2025,Secondment of Network Rail employee 0111-3103,66600.0,0.0,Secondee Salaries
11/03/2025,Renewals of Roads,66461.81,0.0,TA Renewal of Roads - Capital
21/03/2025,Renewals of Structures,66425.32,0.0,TA Renewal of Structures - Capital
27/03/2025,#,66424.65,0.0,Research
21/03/2025,RC - ERITH MPTC RENT,66250.0,0.0,RENT
12/03/2025,#,66220.0,0.0,Research
20/03/2025,Renewals of Structures,66113.05,0.0,TA Renewal of Structures - Capital
26/03/2025,Safety,66051.67,0.0,TA Cost AUC - Programme
10/03/2025,Renewals of Roads,66019.12,0.0,TA Renewal of Roads - Capital
12/03/2025,Annual Licences - Software,66000.0,0.0,Annual Licences - Software
21/03/2025,Renewals of Structures,65917.92,0.0,TA Renewal of Structures - Capital
25/03/2025,RIS 2 Schemes,65678.44,0.0,TA Cost AUC – Non SRN
21/03/2025,Renewals of Structures,65654.29,0.0,TA Renewal of Structures - Capital
07/03/2025,Automating processes with gen AI,65604.0,0.0,Research Grant-PS
21/03/2025,RC - DARLINGTOM MPTC RENT,65452.63,0.0,RENT
27/03/2025,Digital Spine Consulting January 2025,65409.1,0.0,Computer Consultancy
13/03/2025,Stephensons Coaches,65357.64,0.0,Subsidies Private Se
07/03/2025,Corporate Support Lands,65352.42,0.0,Lands Costs
13/03/2025,Renewals of Structures,65345.97,0.0,TA Renewal of Structures - Capital
05/03/2025,Transdev Lancashire United,65199.68,0.0,Subsidies Private Se
18/03/2025,Renewals of Structures,65158.93,0.0,TA Renewal of Structures - Capital
28/03/2025,2601 Wk4 NTL - DPAYG Resource 24/25 - Northern Tra,65100.0,0.0,Capital Subs To Tocs
19/03/2025,RIS 2 Schemes,65075.29,0.0,TA Cost AUC - Programme
25/03/2025,Sumburgh Flying Charge February 2025,65016.78,0.0,Aviation Fuel Charge
05/03/2025,TESTING: BC CONFIGURATION -JANUARY - FEBRUARY 2025,65000.0,0.0,SOFTWARE LICENSING CAPITAL
05/03/2025,TESTING INTEGRATION - JANUARY - FEBRUARY 2025,65000.0,0.0,SOFTWARE LICENSING CAPITAL
05/03/2025,TESTING:CONFIGURATION -JANUARY - FEBRUARY 2025,65000.0,0.0,SOFTWARE LICENSING CAPITAL
24/03/2025,Renewals of Structures,64983.03,0.0,TA Renewal of Structures - Capital
17/03/2025,Operate Roads PFI Service Payments,64899.74,0.0,Contractor Costs
24/03/2025,Environment Other,64702.05,0.0,TA Cost AUC - Programme
13/03/2025,Routine Maintenance,64614.25,0.0,CM - Lump Sum Fees
13/03/2025,Thames Valley Buses Ltd,64612.33,0.0,Subsidies Private Se
21/03/2025,RC - PLYMOUTH MPTC RENT,64573.29,0.0,RENT
19/03/2025,Management Fee - Uniforms,64525.46,0.0,Management Fee - Uniforms
19/03/2025,RIS 2 Schemes,64522.89,0.0,TA Cost AUC - Programme
18/03/2025,#,64482.39,0.0,Building Service Cha
12/03/2025,Renewals of Structures,64367.68,0.0,TA Renewal of Structures - Capital
07/03/2025,Feasibility,64363.44,0.0,TA Cost AUC - Programme
27/03/2025,Routine Maintenance,64320.95,0.0,Contractor Costs
21/03/2025,Renewals of Roads,64264.51,0.0,TA Renewal of Roads - Capital
27/03/2025,#,64110.12,0.0,Legal Consultancy
17/03/2025,Renewals of Roads,64024.32,0.0,TA Renewal of Roads - Capital
05/03/2025,Professional Fees,63990.82,0.0,Professional Fees
06/03/2025,RIS 1 Schemes,63983.95,0.0,TA Cost AUC - Programme
25/03/2025,Routine Maintenance,63937.36,0.0,Contractor Costs
13/03/2025,#,63900.27,0.0,Publicity
28/03/2025,Corporate Support Services,63749.0,0.0,Management consultancies on admin projects
21/03/2025,RC - WOLVERHAMPTON MPTC RENT,63505.03,0.0,RENT
04/03/2025,Customer Operations Traffic Management,63430.93,0.0,TA Cost AUC - Programme
03/03/2025,#,63360.0,0.0,Services prov by OGD
03/03/2025,Renewals of Roads,63332.53,0.0,TA Renewal of Roads - Capital
26/03/2025,Renewals of Roads,63321.68,0.0,TA Renewal of Roads - Capital
21/03/2025,Renewals of Roads,63259.41,0.0,TA Renewal of Roads - Capital
12/03/2025,#,63246.58,0.0,Rent - L&B (non-PFI)
19/03/2025,Renewals of Structures,63156.16,0.0,TA Renewal of Structures - Capital
31/03/2025,VARIOUS EQUIPMENT - B33 0SD,63120.1,0.0,FURNITURE & FITTINGS
18/03/2025,Phase 1 GI - AfP 1,63108.0,0.0,Other Professional Services
10/03/2025,Bloom Procurement Services Ltd Contract to facilitate delivery of HS2 collaboration services by MJMS Ltd T/A Change & Co,63098.65,0.0,Professional Services
31/03/2025,Corporate Support Other,63034.52,0.0,TA Cost AUC - Programme
27/03/2025,RC - GLOUCESTER MPTC RENT,62991.25,0.0,RENT
10/03/2025,Renewals of Roads,62972.16,0.0,TA Renewal of Roads - Capital
19/03/2025,RIS 2 Schemes,62936.66,0.0,TA Cost AUC - Programme
19/03/2025,Renewals of Technology,62932.17,0.0,TA Cost AUC - Programme
26/03/2025,Wan Recurring Charges,62930.23,0.0,Wan Recurring Charges
05/03/2025,KONECTBUS LTD,62798.68,0.0,Subsidies Private Se
28/03/2025,#,62741.0,0.0,Training
05/03/2025,Faresaver Ltd T/A Faresaver Buses,62693.36,0.0,Subsidies Private Se
27/03/2025,RIS 3 Development,62688.8,0.0,TA Cost AUC - Programme
31/03/2025,#,62585.84,0.0,Non-stock Printing
21/03/2025,Renewals of Roads,62585.58,0.0,TA Renewal of Roads - Capital
10/03/2025,Renewals of Structures,62531.7,0.0,TA Renewal of Structures - Capital
27/03/2025,BT Business MCA WAN Bill February 2025,62529.97,0.0,Telecoms Pws
17/03/2025,Renewals of Roads,62524.66,0.0,TA Renewal of Roads - Capital
14/03/2025,EST Janaury 2025 LGSP,62499.0,0.0,CurrGrtPriSec-P&NPIS
27/03/2025,Corporate Support Services,62464.7,0.0,TA Cost AUC – Non SRN
21/03/2025,RC - BANGOR MPTC RENT,62366.5,0.0,RENT
24/03/2025,Renewals of Structures,62340.02,0.0,TA Renewal of Structures - Capital
05/03/2025,Electricity,62322.07,0.0,Electricity
10/03/2025,Renewals of Roads,62231.41,0.0,TA Renewal of Roads - Capital
25/03/2025,Biodiversity,62173.63,0.0,TA Cost AUC - Programme
19/03/2025,#,62171.94,0.0,Research
14/03/2025,Operate General Other,62093.45,0.0,Contractor Costs
11/03/2025,SR13 Smart Motorway Scheme,62079.0,0.0,TA Cost AUC - Programme
06/03/2025,Hybrid Bill Western Leg Project,62050.19,0.0,Professional Services
14/03/2025,Renewals of Technology,61981.74,0.0,TA Cost AUC - Programme
25/03/2025,Renewals of Roads,61878.01,0.0,TA Renewal of Roads - Capital
25/03/2025,Manston Flying Charge February 2025,61863.61,0.0,Aviation Flying Charge
25/03/2025,Renewals of Roads,61828.16,0.0,TA Renewal of Roads - Capital
21/03/2025,Renewals of Roads,61804.74,0.0,TA Renewal of Roads - Capital
26/03/2025,Relates to BTP temp recruitment costs,61804.08,0.0,Professional Fees
25/03/2025,Aerial Surveillance and Verification Flying Charge February 2025,61698.44,0.0,CP - Fuel
21/03/2025,Renewals of Roads,61598.13,0.0,TA Renewal of Roads - Capital
13/03/2025,#,61512.0,0.0,Support Services
21/03/2025,RC - ROTHERHAM MPTC RENT,61362.0,0.0,RENT
25/03/2025,Non-breeding bird surveys 0902-0203,61344.0,0.0,Environmental Services
28/03/2025,RIS 3 Development,61287.91,0.0,TA Cost AUC - Programme
11/03/2025,CBRE 0591 Acquisitions and Advice - Euston & London Package Order 25 - corrective PO,61274.44,0.0,Property Valuations
11/03/2025,SECURE TRANSFER SOFTWARE ,61200.0,0.0,IT Ser Running Costs
28/03/2025,#,61200.0,0.0,Transport  Consult
18/03/2025,Routine Maintenance,61196.11,0.0,PFI Service Payments
28/03/2025,Corporate Support Services,61160.0,0.0,Contractor Costs
14/03/2025,Routine Maintenance,61133.25,0.0,CM - Lump Sum Fees
11/03/2025,#,61128.0,0.0,Support Services
27/03/2025,Renewals of Roads,61108.21,0.0,TA Renewal of Roads - Capital
11/03/2025,Routine Maintenance,61076.97,0.0,CM - Lump Sum Fees
14/03/2025,Renewals of Roads,61015.38,0.0,TA Renewal of Roads - Capital
24/03/2025,#,60958.65,0.0,Research
26/03/2025,Renewals of Roads,60884.04,0.0,TA Renewal of Roads - Capital
27/03/2025,Customer Operations Traffic Management,60842.4,0.0,Contractor Costs
05/03/2025,RIS 1 Schemes,60803.46,0.0,TA Cost AUC - Programme
10/03/2025,Cultural Heritage,60790.67,0.0,TA Cost AUC - Programme
10/03/2025,Renewals of Roads,60788.26,0.0,TA Renewal of Roads - Capital
25/03/2025,#,60785.46,0.0,Research
14/03/2025,Routine Maintenance,60704.4,0.0,RM Cost Reimbursable
25/03/2025,Renewals of Roads,60650.62,0.0,TA Renewal of Roads - Capital
13/03/2025,Renewals of Structures,60499.71,0.0,TA Renewal of Structures - Capital
20/03/2025,RC - EXETER MPTC RENT,60488.36,0.0,RENT
27/03/2025,RIS 3 Development,60466.42,0.0,TA Cost AUC - Programme
24/03/2025,Pensions Contribution,60453.48,0.0,Pensions Contribution
18/03/2025,#,60398.0,0.0,Publicity
27/03/2025,#,60398.0,0.0,Publicity
24/03/2025,MCA Monthly Maintenance February 2025,60330.85,0.0,CP - Equipment Storage and Maintenance
21/03/2025,Renewals of Technology,60273.29,0.0,TA Cost AUC - Programme
25/03/2025,Winter Maintenance - Assets,60222.95,0.0,TA Cost AUC - Programme
28/03/2025,Corporate Support Services,60209.94,0.0,Contractor Costs
17/03/2025,Non MA,60119.25,0.0,Prepaid expenses - admin
26/03/2025,RIS 2 Schemes,60020.61,0.0,TA Cost AUC - Programme
17/03/2025,"""PIVG LEVC February 2024 #60,000""",60000.0,0.0,Cap Grt Pri Sec-Cos.
19/03/2025,#,60000.0,0.0,Support Services
26/03/2025,#,60000.0,0.0,Property Consultancy
02/03/2025,#,60000.0,0.0,Software Licence Exp
25/03/2025,#,60000.0,0.0,Software Licence Exp
19/03/2025,Renewals of Structures,59971.51,0.0,TA Renewal of Structures - Capital
19/03/2025,Training Costs,59940.0,0.0,Training Costs
11/03/2025,#,59923.96,0.0,Publicity
19/03/2025,#,59877.6,0.0,IT Consultancy
31/03/2025,#,59726.4,0.0,Non Stock Machine Co
07/03/2025,Operate Roads PFI Service Payments,59654.02,0.0,PFI Service Payments
14/03/2025,Renewals of Technology,59652.32,0.0,TA Cost AUC - Programme
06/03/2025,#,59595.0,0.0,Financial Consultanc
06/03/2025,#,59553.6,0.0,Transport  Consult
28/03/2025,RIS 3 Development,59480.11,0.0,TA Cost AUC - Programme
25/03/2025,Renewals of Structures,59452.0,0.0,TA Renewal of Structures - Capital
05/03/2025,Cultural Heritage,59386.65,0.0,TA Cost AUC - Programme
26/03/2025,Renewals of Roads,59353.39,0.0,TA Renewal of Roads - Capital
10/03/2025,"Rail-user marketing services, on a call-off contract basis",59312.17,0.0,Promotion And Publicity
25/03/2025,Caernarfon Flying Charge February 2025,59228.56,0.0,Aviation Fuel Charge
03/03/2025,#,59209.16,0.0,Machinery Maintenanc
26/03/2025,SR 9001244276,59094.38,0.0,Curr Grt Overseas
07/03/2025,Routine Maintenance,59012.63,0.0,CM - Lump Sum Fees
03/03/2025,Routine Maintenance,59010.77,0.0,CM - Lump Sum Fees
13/03/2025,Routine Maintenance,59007.23,0.0,RM Cost Reimbursable
05/03/2025,DIAMOND BUS LTD,58814.83,0.0,Subsidies Private Se
25/03/2025,Renewals of Structures,58812.0,0.0,TA Renewal of Structures - Capital
10/03/2025,Technology Maintenance,58798.59,0.0,CM - Lump Sum Fees
21/03/2025,RC - BURTON UPON TRENT MPTC RENT,58795.0,0.0,RENT
21/03/2025,#,58784.46,0.0,Agency Staff Costs
05/03/2025,City of Oxford Motor Services Ltd,58751.83,0.0,Subsidies Private Se
19/03/2025,Renewals of Roads,58720.21,0.0,TA Renewal of Roads - Capital
18/03/2025,Renewals of Structures,58659.45,0.0,TA Renewal of Structures - Capital
21/03/2025,Renewals of Roads,58655.02,0.0,TA Renewal of Roads - Capital
18/03/2025,#,58605.0,0.0,IT Ser Running Costs
26/03/2025,Routine Maintenance,58604.38,0.0,CM - Lump Sum Fees
17/03/2025,RIS 1 Schemes,58503.75,0.0,TA Cost AUC - Programme
11/03/2025,Renewals of Roads,58471.32,0.0,TA Renewal of Roads - Capital
19/03/2025,#,58450.0,0.0,Research
26/03/2025,Renewals of Roads,58432.68,0.0,TA Renewal of Roads - Capital
19/03/2025,Renewals of Structures,58240.96,0.0,TA Renewal of Structures - Capital
07/03/2025,#,58229.08,0.0,HR Consultancy
28/03/2025,RIS 2 Schemes,58196.76,0.0,TA Cost AUC - Programme
13/03/2025,#,58165.48,0.0,Publicity
12/03/2025,SR13 RIP Schemes,58121.74,0.0,TA Cost AUC - Programme
26/03/2025,Renewals of Roads,58119.18,0.0,TA Renewal of Roads - Capital
19/03/2025,RIS 2 Schemes,58106.74,0.0,TA Cost AUC - Programme
28/03/2025,Corporate Support Services,58106.23,0.0,ICT Hardware Purchase
03/03/2025,Routine Maintenance,58044.02,0.0,RM Cost Reimbursable
20/03/2025,TM - Network Resilience,57896.31,0.0,TA Cost AUC - Programme
27/03/2025,Corporate Support Services,57781.71,0.0,TA Cost AUC – Non SRN
24/03/2025,MCA Proctoring Provider Change Proposal 3 February 2025,57780.0,0.0,Software Maintenance
13/03/2025,Routine Maintenance,57766.78,0.0,RM Cost Reimbursable
21/03/2025,RIS 2 Schemes,57765.0,0.0,TA Cost AUC – Non SRN
19/03/2025,Renewals of Roads,57706.25,0.0,Contractor Costs
