date,description,net_amount,vat_amount,category
26/03/2025,Safety,302115.12,0.0,TA Cost AUC - Programme
20/03/2025,Renewals of Structures,302051.81,0.0,TA Renewal of Structures - Capital
11/03/2025,#,300218.48,0.0,Support Services
13/03/2025,Road safety fund - change,300000.0,0.0,AUC - Phase 1
24/03/2025,RIS 1 Schemes,300000.0,0.0,TA Cost AUC - Programme
04/03/2025,#,298998.0,0.0,Research
26/03/2025,#,298998.0,0.0,Research
03/03/2025,Protocol SRC (Severn River Crossing),296756.7,0.0,Contractor Costs
26/03/2025,Innovation Operations,296567.35,0.0,TA Cost AUC – Non SRN
25/03/2025,Renewals of Structures,295910.35,0.0,TA Renewal of Structures - Capital
24/03/2025,Consolidated Active Travel Fund 1,295633.0,0.0,CurrGrt Las in AEF/A
25/03/2025,St Athan Flying Charge February 2025,295227.0,0.0,Aviation Flying Charge
24/03/2025,Safety,294911.2,0.0,TA Cost AUC - Programme
14/03/2025,#,294770.68,0.0,Post Office Charges
04/03/2025,Rent + Service Charge Income Unit: 15,294491.26,0.0,Rent
18/03/2025,Corporate Support Services,293777.81,0.0,TA Cost AUC – Non SRN
26/03/2025,#,293551.0,0.0,Support Services
04/03/2025,TSSV3 EXTENSION A.FEBRUARY 25 SERVICES,293302.0,0.0,OTHER PROFESSIONAL FEES
26/03/2025,Routine Maintenance,293043.82,0.0,CM - Lump Sum Fees
25/03/2025,Sumburgh Flying Charge February 2025,292984.73,0.0,Aviation Flying Charge
04/03/2025,Rent + Service Charge Income Unit: 14,292661.1,0.0,Rent
03/03/2025,Renewals of Structures,292147.52,0.0,TA Renewal of Structures - Capital
20/03/2025,Winter Maintenance - Assets,291393.43,0.0,TA Cost AUC - Programme
28/03/2025,#,290000.0,0.0,Research
18/03/2025,Corporate Support Services,289238.27,0.0,ICT Software Purchase
17/03/2025,ST HELENS DECARBONISATION STAGE 5-7 WORK,288991.98,0.0,LAND & BUILDING (EXCL DWELLINGS) CAPITAL COST
21/03/2025,Renewals of Roads,288178.86,0.0,TA Renewal of Roads - Capital
21/03/2025,Landscape,288112.9,0.0,TA Cost AUC - Programme
25/03/2025,Fixed Wing Monthly Standing Charge February 2025,285357.92,0.0,CP - Surveillance
19/03/2025,#,285170.43,0.0,Building Service Cha
14/03/2025,RIS 2 Schemes,284721.09,0.0,TA Cost AUC – Non SRN
24/03/2025,#,284647.5,0.0,Research
27/03/2025,ZEBRA 2,284223.79,0.0,Cap Grt Loc Auth
05/03/2025,Stagecoach East,284145.99,0.0,Subsidies Private Se
18/03/2025,CI SERVICES FEBRUARY 2025,284000.0,0.0,OTHER PROFESSIONAL FEES
24/03/2025,Consolidated Active Travel Fund 1,283603.0,0.0,CurrGrt Las in AEF/A
05/03/2025,#,280378.05,0.0,Support Services
25/03/2025,Renewals of Technology,280096.1,0.0,TA Cost AUC – Non SRN
20/03/2025,Renewals of Structures,280037.62,0.0,TA Renewal of Structures - Capital
06/03/2025,BAU 202 C1000_3492 IT Infrastructure Support and Management Partner - Year 3,278436.25,0.0,IT - Outsource
20/03/2025,Renewals of Structures,278162.38,0.0,TA Renewal of Structures - Capital
01/03/2025,Civils & Services Commercial Re-set,277794.56,0.0,Professional Services
26/03/2025,#,277677.86,0.0,Software Licence Exp
18/03/2025,Renewals of Structures,276625.16,0.0,TA Renewal of Structures - Capital
26/03/2025,Auc - Leasehold Improvements,276463.81,0.0,Auc - Leasehold Improvements
17/03/2025,RIS 2 Schemes,274363.5,0.0,TA Cost AUC – Non SRN
20/03/2025,Renewals of Roads,272497.4,0.0,TA Renewal of Roads - Capital
25/03/2025,#,271075.2,0.0,Support Services
21/03/2025,"""LEVI Capability fund: Devon 24/25 - #270,600""",270600.0,0.0,CurrGrt LAs out AEF/
28/03/2025,2601 Wk4 NRC_PCPJ Staff Cost_P2512 - West Midlands,270449.36,0.0,TOCOpCosts(Pub)
18/03/2025,Elevator Maintenance,270041.75,0.0,Planned Maintenance
19/03/2025,#,268980.0,0.0,Debt Collection
07/03/2025,Safety,267976.65,0.0,TA Cost AUC - Programme
24/03/2025,Carbon,267728.07,0.0,TA Cost AUC - Programme
31/03/2025,ELECTRICITY VARIOUS SITES,265843.62,0.0,ELECTRICITY
19/03/2025,Customer Operations Traffic Management,265664.28,0.0,Facilities Management Charges
11/03/2025,Routine Maintenance,264377.0,0.0,CM - Compensation / Variation Costs
24/03/2025,Consolidated Active Travel Fund 2,264349.0,0.0,CurrGrt Las in AEF/A
25/03/2025,Humberside Flying Charge February 2025,262624.15,0.0,Aviation Flying Charge
13/03/2025,Operate Roads PFI Service Payments,261315.94,0.0,Contractor Costs
26/03/2025,Biodiversity,260651.0,0.0,TA Cost AUC - Programme
13/03/2025,RIS 1 Schemes,260450.52,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Roads,259322.7,0.0,TA Renewal of Roads - Capital
17/03/2025,Corporate Support Services,258997.26,0.0,ICT Software Maintenance
19/03/2025,Freight,258723.61,0.0,TA Cost AUC - Programme
21/03/2025,Safety,258692.17,0.0,TA Cost AUC - Programme
11/03/2025,#,258396.92,0.0,Rent - L&B (non-PFI)
25/03/2025,London Borough Richmond -  LEVI C Fund 24-25 10%,257600.0,0.0,Cap Grt Loc Auth
07/03/2025,TFL Bus Compensation,257128.0,0.0,AUC - Phase 1
21/03/2025,Renewals of Roads,256663.42,0.0,TA Renewal of Roads - Capital
25/03/2025,CVDM SOW 6 [FEBRUARY 25 - APR 25] SERVICES,255563.25,0.0,SOFTWARE LICENSING CAPITAL
20/03/2025,Renewals of Roads,252520.56,0.0,TA Renewal of Roads - Capital
17/03/2025,Railway Systems HRS20 Operational Telecommunications & Security Systems,252130.45,0.0,AUC - Phase 1
26/03/2025,Routine Maintenance,251048.21,0.0,CM - Lump Sum Fees
25/03/2025,Renewals of Technology,250236.0,0.0,TA Cost AUC – Non SRN
20/03/2025,Corporate Support Lands,250133.0,0.0,Lands Costs
27/03/2025,CAA STEM RFTS March 2025,250000.0,0.0,Curr Grt Other CG Bo
28/03/2025,2601 Wk4 GTR_NRC_PCPCapex - PAYMENT ON ACCOUNT - G,250000.0,0.0,Capital Subs To Tocs
27/03/2025,SR 9001244577,249464.18,0.0,Research
31/03/2025,Corporate Support Services,249313.87,0.0,TA Cost AUC – Non SRN
26/03/2025,TRL GFA FEB 2025,248501.55,0.0,Research Grant-PS
24/03/2025,Consolidated Active Travel Fund 1,248273.0,0.0,CurrGrt Las in AEF/A
21/03/2025,Commercial Control 02022025-28022025,247720.0,0.0, Commercial Partner: Non staffing
20/03/2025,Renewals of Structures,246802.97,0.0,TA Renewal of Structures - Capital
24/03/2025,Renewals of Roads,245855.19,0.0,TA Renewal of Roads - Capital
27/03/2025,CVS CI SOW 6 [FEBRUARY 25 - APR 25],245778.0,0.0,IT SERVICE RUNNING COSTS
19/03/2025,Renewals of Roads,245437.14,0.0,TA Renewal of Roads - Capital
10/03/2025,Routine Maintenance,244232.69,0.0,CM - Lump Sum Fees
25/03/2025,#,243987.5,0.0,Research
06/03/2025,DRP – Complex video services,243862.2,0.0,Business Services
28/03/2025,2601 Wk4 NRC_PCP Capex_P2601 - West Midlands Train,243636.53,0.0,Capital Subs To Tocs
07/03/2025,Phase 1B Grant Payment,242845.48,0.0,CurrGrtOth to NDPBs
24/03/2025,Operate General Management Costs,242280.0,0.0,TA Cost AUC – Non SRN
17/03/2025,RNIR116 Ross of Mull Second Circuit (M116),242131.45,0.0,Information Technology (Owned) - Cost – Additions
12/03/2025,#,241405.8,0.0,Rent - L&B (non-PFI)
10/03/2025,#,241230.92,0.0,Building Service Cha
17/03/2025,Corporate Support Services,241200.0,0.0,TA Cost AUC – Non SRN
21/03/2025,Renewals of Structures,241096.1,0.0,TA Renewal of Structures - Capital
11/03/2025,RIS 2 Schemes,240099.92,0.0,TA Cost AUC - Programme
25/03/2025,Newquay Flying Charge February 2025,240021.79,0.0,Aviation Flying Charge
19/03/2025,Corporate Support Ex Admin,237890.88,0.0,Facilities Management Charges
21/03/2025,Renewals of Structures,237536.51,0.0,TA Renewal of Structures - Capital
06/03/2025,Winter Maintenance - Assets,236458.11,0.0,TA Cost AUC - Programme
24/03/2025,Consolidated Active Travel Fund 1,236350.0,0.0,CurrGrt Las in AEF/A
11/03/2025,Routine Maintenance,236012.9,0.0,CM - Lump Sum Fees
25/03/2025,Feasibility,232888.99,0.0,TA Cost AUC - Programme
24/03/2025,Auc - Leasehold Improvements,232748.0,0.0,Auc - Leasehold Improvements
20/03/2025,Routine Maintenance,232451.65,0.0,CM - Compensation / Variation Costs
04/03/2025,RIS 3 Development,232412.58,0.0,TA Cost AUC - Programme
26/03/2025,SUMMARY OF CHARGES,231994.86,0.0,VEHICLE HIRE/LEASE ST <1YR
10/03/2025,SO1 T&E Jan 25,231198.15,0.0,Cap Grt NDPBs & CG
20/03/2025,#,230874.2,0.0,Management Consultan
24/03/2025,Levelling Up Fund Payment 20 for Round 1 Schemes,229290.47,0.0,Cap Grt Loc Auth
24/03/2025,Consolidated Active Travel Fund 1,228386.0,0.0,CurrGrt Las in AEF/A
11/03/2025,Renewals of Structures,227994.54,0.0,TA Renewal of Structures - Capital
07/03/2025,contract C1000_3811 Post Excavation Services ,227695.73,0.0,Business Services
05/03/2025,FIRST EASTERN COUNTIES BUSES LTD,227101.92,0.0,Subsidies Private Se
17/03/2025,TO-370 RETAINED GVTS - SITE SURVEYS,226561.1,0.0,LAND & BUILDING (EXCL DWELLINGS) CAPITAL COST
24/03/2025,Consolidated Active Travel Fund 1,226304.0,0.0,CurrGrt Las in AEF/A
12/03/2025,Routine Maintenance,226066.93,0.0,CM - Lump Sum Fees
19/03/2025,Operate General Management Costs,225739.03,0.0,Facilities Management Charges
07/03/2025,Corporate Support Lands,224873.3,0.0,Lands Costs
24/03/2025,Consolidated Active Travel Fund 2,223388.0,0.0,CurrGrt Las in AEF/A
28/03/2025,Corporate Support Services,222792.16,0.0,Contractor Costs
17/03/2025,Routine Maintenance,222672.79,0.0,CM - Lump Sum Fees
12/03/2025,"""PIVG Toyota February  2025 #222,500""",222500.0,0.0,Cap Grt Pri Sec-Cos.
07/03/2025,#,222132.0,0.0,ITConsul-Non Rec
04/03/2025,Country North Acquisitions & Advice,221325.06,0.0,Property Valuations
17/03/2025,Contribution towards the verified external costs for the Dec 2024 Quarter,220640.1,0.0,Professional Services
04/03/2025,#,220062.68,0.0,Research
24/03/2025,Routine Maintenance,219997.83,0.0,CM - Lump Sum Fees
05/03/2025,Electronic Conspicuity Jan 25,219269.65,0.0,Cap Grt NDPBs & CG
24/03/2025,Consolidated Active Travel Fund 2,218793.0,0.0,CurrGrt Las in AEF/A
10/03/2025,Non MA,218037.47,0.0,Prepaid expenses - admin
01/03/2025,Acquisitions and Advice - West Midlands Package Order 26,217923.66,0.0,Land Referencing
13/03/2025,Routine Maintenance,217397.7,0.0,CM - Compensation / Variation Costs
21/03/2025,Cheshire East B Council 10%-  LEVI C Fund 24-25,217200.0,0.0,Cap Grt Loc Auth
26/03/2025,Corporate Support Services,216542.7,0.0,TA Cost AUC – Non SRN
31/03/2025,Prog + Proj Mngmnt February 2025,216349.67,0.0,Programme Partner: staffing assistance
21/03/2025,Safety,216258.79,0.0,TA Cost AUC - Programme
20/03/2025,Renewals of Roads,215624.22,0.0,TA Renewal of Roads - Capital
28/03/2025,2601 Wk4 NRC CostADJ - Capex - THE CHILTERN RAILWA,214531.18,0.0,Capital Subs To Tocs
26/03/2025,Corporate Support Services,214513.0,0.0,TA Cost AUC – Non SRN
19/03/2025,"""LEVI Capability fund: Gloucs 24/25 - #214,020""",214020.0,0.0,CurrGrt LAs out AEF/
21/03/2025,"""LEVI Capability fund: Gloucs 24/25 - #214,020""",214020.0,0.0,CurrGrt LAs out AEF/
19/03/2025,COUNCIL BUSINESS RATES ,213675.0,0.0,Rates
12/03/2025,Renewals of Roads,213331.58,0.0,TA Renewal of Roads - Capital
25/03/2025,Carbon,212848.22,0.0,TA Cost AUC - Programme
28/03/2025,Renewals of Structures,212435.0,0.0,TA Renewal of Structures - Capital
28/03/2025,#,212364.01,0.0,Software Licence Exp
27/03/2025,RIS 3 Development,211868.99,0.0,TA Cost AUC - Programme
07/03/2025,SHORT TERM DAILY RENTALS - DECEMBER 2024,211163.62,0.0,VEHICLE HIRE/LEASE ST <1YR
21/03/2025,Renewals of Roads,210934.55,0.0,TA Renewal of Roads - Capital
05/03/2025,Trent Buses,210503.1,0.0,Subsidies Private Se
03/03/2025,Non MA,210346.5,0.0,Prepaid expenses - admin
28/03/2025,2601 Wk4 CHT On Account - Capex (ICP) - THE CHILTE,210119.0,0.0,Capital Subs To Tocs
05/03/2025,ARRIVA DURHAM COUNTY,210069.12,0.0,Subsidies Private Se
14/03/2025,"""PIVG Harris Auto February 2025 #210,000""",210000.0,0.0,Cap Grt Pri Sec-Cos.
25/03/2025,Renewals of Structures,209957.94,0.0,TA Renewal of Structures - Capital
21/03/2025,Carbon,208746.08,0.0,TA Cost AUC - Programme
24/03/2025,Renewals of Roads,208290.49,0.0,TA Renewal of Roads - Capital
06/03/2025,TRL GFA JAN 2025,208000.71,0.0,Research Grant-PS
05/03/2025,Stagecoach South West,207994.52,0.0,Subsidies Private Se
24/03/2025,#,207738.07,0.0,Publicity
13/03/2025,KONECTBUS LTD,207598.74,0.0,Subsidies Private Se
28/03/2025,Corporate Support Services,207121.3,0.0,Contractor Costs
06/03/2025,Tees Valley inv 1003362,206762.32,0.0,Cap Research-CG
21/03/2025,Renewals of Roads,206251.89,0.0,TA Renewal of Roads - Capital
14/03/2025,RIS 2 Schemes,205529.78,0.0,TA Cost AUC – Non SRN
12/03/2025,Renewals of Roads,204929.87,0.0,TA Renewal of Roads - Capital
28/03/2025,Renewals of Technology,204737.89,0.0,TA Cost AUC - Programme
24/03/2025,#,204664.0,0.0,Mail Collection/Deli
05/03/2025,ARRIVA THAMESIDE,204425.38,0.0,Subsidies Private Se
24/03/2025,Consolidated Active Travel Fund 2,204354.0,0.0,CurrGrt Las in AEF/A
04/03/2025,Non MA,204303.6,0.0,Prepaid expenses - admin
28/03/2025,#,203977.54,0.0,Support Services
10/03/2025,"Novation Agreement - Stainless Metalcraft, Booth Industries & Avingrans Plc",202643.89,0.0,AUC - Phase 1
05/03/2025,FTTS NI PAYMENT: FEBRUARY 2025,202555.0,0.0,SUBCONTRACTED SERVICE
24/03/2025,Renewals of Roads,202114.71,0.0,TA Renewal of Roads - Capital
19/03/2025,Renewals of Roads,201882.99,0.0,TA Renewal of Roads - Capital
17/03/2025,TO-289 ADDITIONAL RAAC PROPPING  PHASE 3,201802.16,0.0,PROPERTY MAINTENANCE - OTHER
31/03/2025,Landowner Engagement February 2025,201286.73,0.0, L & P Partner: Non staffing
24/03/2025,Consolidated Active Travel Fund 4,201280.0,0.0,CurrGrt Las in AEF/A
17/03/2025,"Railway Systems HRS23 Command, Control, Signalling & Traffic Management Systems (CCS&TM)",201160.72,0.0,AUC - Phase 1
18/03/2025,RIS 2 Schemes,201030.32,0.0,TA Cost AUC – Non SRN
31/03/2025,IN012 MCTC Surveys 250824-271024,200908.49,0.0,Environmental Services
25/03/2025,Renewals of Technology,200692.24,0.0,TA Cost AUC - Programme
14/03/2025,HI1594 - Smith’s Knoll to Leman’s Bank 3rd Payment Milestone (20%,200026.2,0.0,Civil Hydrographic Work
24/03/2025,SR 9001243214,199604.38,0.0,Support Services
25/03/2025,Buckinghamshire Council -  LEVI C Fund 24-25 10%,199100.0,0.0,Cap Grt Loc Auth
25/03/2025,Corporate Support Services,199056.56,0.0,ICT Hardware Maintenance
17/03/2025,#,198851.53,0.0,Services prov by OGD
28/03/2025,Renewals of Roads,198453.57,0.0,TA Renewal of Roads - Capital
20/03/2025,Renewals of Structures,198440.66,0.0,TA Renewal of Structures - Capital
03/03/2025,Customer Operations Traffic Management,198153.71,0.0,Contractor Costs
14/03/2025,Renewals of Technology,197607.45,0.0,TA Cost AUC - Programme
24/03/2025,Safety,197066.65,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Structures,196983.36,0.0,TA Renewal of Structures - Capital
17/03/2025,#,196164.99,0.0,Training
28/03/2025,#,194827.87,0.0,Estate Management
17/03/2025,Freight,194678.91,0.0,TA Cost AUC - Programme
31/03/2025,Renewals of Structures,194350.57,0.0,TA Renewal of Structures - Capital
18/03/2025,Billable contract maintenance and management works carried out for Estates,194307.77,0.0,Planned Maintenance
05/03/2025,Stagecoach South East,194283.95,0.0,Subsidies Private Se
24/03/2025,Swindon B Council 10%-  LEVI C Fund 24-25,194200.0,0.0,Cap Grt Loc Auth
05/03/2025,EAST YORKSHIRE MOTOR SERVICES LTD,194117.56,0.0,Subsidies Private Se
17/03/2025,Transport Focus RDS March,194000.0,0.0,Grt Aid to NDPBs
13/03/2025,#,193255.5,0.0,Agents Fees
26/03/2025,Renewals of Roads,193086.26,0.0,TA Renewal of Roads - Capital
20/03/2025,Renewals of Structures,192735.39,0.0,TA Renewal of Structures - Capital
25/03/2025,Freight Innovation - CPC0000202,192646.0,0.0,Research Grant-PS
17/03/2025,Offices And Premises At 3rd Floor The Podium 1 EVERSHOLT STREET LONDON NW1 2DN 01/04/2025 to 31/03/2026NON DOMESTIC RATES,192625.0,0.0,Business Rates 
19/03/2025,Operate S274/S278,192457.46,0.0,Contractor Costs
20/03/2025,Renewals of Structures,192243.52,0.0,TA Renewal of Structures - Capital
24/03/2025,Renewals of Roads,192188.72,0.0,TA Renewal of Roads - Capital
27/03/2025,Renewals of Structures,192134.31,0.0,TA Renewal of Structures - Capital
11/03/2025,Routine Maintenance,192002.81,0.0,CM - Lump Sum Fees
20/03/2025,Renewals of Roads,191991.0,0.0,TA Renewal of Roads - Capital
13/03/2025,Routine Maintenance,191836.22,0.0,RM Cost Reimbursable
07/03/2025,#,190817.15,0.0,ITConsul-Non Rec
31/03/2025,Land Access Surveys February 2025,190717.93,0.0,Land and Property
24/03/2025,Renewals of Roads,190430.04,0.0,TA Renewal of Roads - Capital
25/03/2025,Landscape,190270.28,0.0,TA Cost AUC - Programme
06/03/2025,Renewals of Roads,188792.95,0.0,TA Renewal of Roads - Capital
06/03/2025,AFF Carbon Neutral Fuels MS7,188676.01,0.0,Cap Grt Pri Sec-Cos.
24/03/2025,RM6100 Technology Services 3 Agreement Contract,188432.17,0.0,Software Maintenance
26/03/2025,Renewals of Roads,188389.76,0.0,TA Renewal of Roads - Capital
20/03/2025,Renewals of Roads,188219.02,0.0,TA Renewal of Roads - Capital
10/03/2025,BANK CHARGES FINANCE OPERATIONS,187701.64,0.0,BANK CHARGES
24/03/2025,Consolidated Active Travel Fund 3,187617.0,0.0,CurrGrt Las in AEF/A
14/03/2025,Feasibility,187419.19,0.0,TA Cost AUC - Programme
05/03/2025,Non MA,187144.5,0.0,Prepaid expenses - admin
31/03/2025,Biodiversity,186243.04,0.0,TA Cost AUC - Programme
05/03/2025,ARRIVA NORTHUMBRIA LTD,185098.81,0.0,Subsidies Private Se
14/03/2025,Renewals of Technology,184471.3,0.0,TA Cost AUC - Programme
18/03/2025,RIS 2 Schemes,184418.0,0.0,TA Cost AUC – Non SRN
07/03/2025,CONSOLIDATED INVOICE - X1481,183833.63,0.0,VEHICLE HIRE/LEASE ST <1YR
07/03/2025,TARS APPLICATION & DEVELOPENT SUPPORT OCT24-SEP25,183815.0,0.0,IT SERVICE RUNNING COSTS
05/03/2025,Stagecoach East Midlands,183720.98,0.0,Subsidies Private Se
10/03/2025,RIS 1 Schemes,183498.68,0.0,TA Cost AUC - Programme
20/03/2025,Renewals of Roads,183197.25,0.0,TA Renewal of Roads - Capital
24/03/2025,Consolidated Active Travel Fund 1,183195.0,0.0,CurrGrt Las in AEF/A
24/03/2025,Winter Maintenance - Assets,182865.39,0.0,TA Cost AUC - Programme
31/03/2025,BTPA Operation Navette and Infusion - GiA,182246.0,0.0,Grt Aid to NDPBs
25/03/2025,Renewals of Technology,181981.91,0.0,TA Cost AUC - Programme
07/03/2025,RIS 2 Schemes,181764.01,0.0,TA Cost AUC - Programme
18/03/2025,#,181764.0,0.0,Transport  Consult
25/03/2025,Winter Maintenance - Assets,181661.24,0.0,TA Cost AUC - Programme
17/03/2025,Renewals of Structures,180707.0,0.0,TA Renewal of Structures - Capital
05/03/2025,Go North East,180443.17,0.0,Subsidies Private Se
13/03/2025,#,180000.0,0.0,Electricity
05/03/2025,It Software Maintenance,179673.01,0.0,It Software Maintenance
12/03/2025,RIS 2 Schemes,178681.01,0.0,TA Cost AUC – Non SRN
24/03/2025,Consolidated Active Travel Fund 2,178646.0,0.0,CurrGrt Las in AEF/A
04/03/2025,RIS 3 Development,178559.11,0.0,TA Cost AUC - Programme
26/03/2025,RIS 3 Development,178274.73,0.0,TA Cost AUC - Programme
31/03/2025,Operate General Management Costs,178237.73,0.0,Contractor Costs
27/03/2025,#,177840.0,0.0,IT Ser Running Costs
18/03/2025,DVSA - MOT DIGITAL PARTNER - APR24-MAR25,177340.0,0.0,IT SERVICE RUNNING COSTS
11/03/2025,Renewals of Structures,176683.58,0.0,TA Renewal of Structures - Capital
05/03/2025,Stagecoach Midlands,176595.8,0.0,Subsidies Private Se
31/03/2025,Cost Planning 02022025-28022025,176488.98,0.0,Commercial Partner: staffing assistance
26/03/2025,#,176420.74,0.0,Support Services
12/03/2025,Business Rates,176212.5,0.0,Business Rates
26/03/2025,Renewals of Roads,176063.16,0.0,TA Renewal of Roads - Capital
13/03/2025,Renewals of Roads,176031.67,0.0,TA Renewal of Roads - Capital
10/03/2025,#,175600.8,0.0,Medical Examinations
05/03/2025,Relates to BTP management and storage costs for uniform,175418.01,0.0,Management Fee - Uniforms
28/03/2025,Renewals of Structures,175398.32,0.0,TA Renewal of Structures - Capital
14/03/2025,AWS CHARGES - FEBRUARY 2025,175103.9,0.0,IT SERVICE RUNNING COSTS
24/03/2025,Safety,175094.08,0.0,TA Cost AUC - Programme
03/03/2025,#,175000.0,0.0,IT Ser Running Costs
20/03/2025,Corporate Support Services,174650.81,0.0,Contractor Costs
24/03/2025,Consolidated Active Travel Fund 2,174576.0,0.0,CurrGrt Las in AEF/A
31/03/2025,#,174500.0,0.0,Property Maintenance
20/03/2025,Renewals of Structures,174099.38,0.0,TA Renewal of Structures - Capital
19/03/2025,Relates to BTP management and storage costs for uniform,173528.13,0.0,Management Fee - Uniforms
24/03/2025,Consolidated Active Travel Fund 1,173455.0,0.0,CurrGrt Las in AEF/A
05/03/2025,BRIGHTON AND HOVE BUS AND COACH CO LTD,173063.71,0.0,Subsidies Private Se
13/03/2025,#,172811.4,0.0,Rent - L&B (non-PFI)
21/03/2025,RIS 2 Schemes,172588.61,0.0,TA Cost AUC – Non SRN
26/03/2025,#,170603.26,0.0,Support Services
13/03/2025,Renewals of Roads,170546.44,0.0,TA Renewal of Roads - Capital
19/03/2025,#,170404.0,0.0,Support Services
20/03/2025,Renewals of Roads,169918.63,0.0,TA Renewal of Roads - Capital
03/03/2025,Renewals of Structures,169630.06,0.0,TA Renewal of Structures - Capital
25/03/2025,Renewals of Structures,169054.28,0.0,TA Renewal of Structures - Capital
25/03/2025,Lee on Solent Flying Charge February 2025,168962.6,0.0,Aviation Flying Charge
21/03/2025,Renewals of Structures,168862.28,0.0,TA Renewal of Structures - Capital
21/03/2025,Renewals of Roads,168602.38,0.0,TA Renewal of Roads - Capital
20/03/2025,#,168482.08,0.0,IT Ser Running Costs
31/03/2025,Corporate Support Services,168229.52,0.0,Contractor Costs
06/03/2025,RIS 1 Schemes,167711.24,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Roads,167473.45,0.0,TA Renewal of Roads - Capital
05/03/2025,Travel Booking Solution,167309.79,0.0,General Es
20/03/2025,Renewals of Roads,166719.17,0.0,TA Renewal of Roads - Capital
26/03/2025,Renewals of Roads,166630.58,0.0,TA Renewal of Roads - Capital
10/03/2025,ELECTRICITY VARIOUS SITES,166201.75,0.0,ELECTRICITY
11/03/2025,#,166158.07,0.0,Publicity
04/03/2025,#,166006.92,0.0,Support Services
25/03/2025,Fixed Wing Monthly Standing Charge February 2025,165724.72,0.0,CP - Surveillance
24/03/2025,Consolidated Active Travel Fund 1,165171.0,0.0,CurrGrt Las in AEF/A
28/03/2025,RIS 3 Development,165067.0,0.0,TA Cost AUC - Programme
21/03/2025,Renewals of Roads,165040.65,0.0,TA Renewal of Roads - Capital
05/03/2025,Operating Model Implementation Feb 25,165000.0,0.0,Management Consultancy
31/03/2025,Operating Model Implementation 0303-3103,165000.0,0.0,Management Consultancy
21/03/2025,Corporate Support Services,164985.6,0.0,TA Cost AUC – Non SRN
20/03/2025,Feasibility,164572.74,0.0,TA Cost AUC - Programme
24/03/2025,#,164419.9,0.0,Publicity
13/03/2025,Stagecoach Transit,163976.73,0.0,Subsidies Private Se
24/03/2025,Southampton City Council 10%-  LEVI C Fund 24-25,163000.0,0.0,Cap Grt Loc Auth
27/03/2025,Corporate Support Services,163000.0,0.0,TA Cost AUC – Non SRN
18/03/2025,Routine Maintenance,162701.7,0.0,RM Cost Reimbursable
17/03/2025,Isle of Wight Council 10%-  LEVI C Fund 24-25,162500.0,0.0,Cap Grt Loc Auth
28/03/2025,Corporate Support Services,162207.84,0.0,Contractor Costs
18/03/2025,Routine Maintenance,161837.09,0.0,CM - Lump Sum Fees
13/03/2025,FIRST DEVON & CORNWALL LTD,160932.76,0.0,Subsidies Private Se
11/03/2025,KYP ENHANCED CRIMINAL RECORD CHECK,160910.45,0.0,CRB CHECKS
13/03/2025,#,160714.02,0.0,Publicity
19/03/2025,Electricity charges for various MCA locations,160515.13,0.0,Utilities - Electricity
14/03/2025,Renewals of Roads,160395.83,0.0,TA Renewal of Roads - Capital
14/03/2025,AFF Abundia MS4a,160337.33,0.0,Cap Grt Pri Sec-Cos.
24/03/2025,Consolidated Active Travel Fund 2,159948.0,0.0,CurrGrt Las in AEF/A
03/03/2025,#,159830.22,0.0,Publicity
05/03/2025,FIRST PROVINCIAL,159777.45,0.0,Subsidies Private Se
21/03/2025,Safety,159091.45,0.0,TA Cost AUC - Programme
24/03/2025,HI1793 - NW Approach to Liverpool Bay A 1st Payment Milestone (20%),157533.2,0.0,Civil Hydrographic Work
27/03/2025,Renewals of Structures,157366.66,0.0,TA Renewal of Structures - Capital
21/03/2025,Renewals of Structures,156896.59,0.0,TA Renewal of Structures - Capital
14/03/2025,Renewals of Technology,156698.61,0.0,TA Cost AUC - Programme
21/03/2025,RC - BRISTOL KINGSWOOD MPTC RENT,156431.41,0.0,RENT
31/03/2025,Corporate Support Services,156000.0,0.0,ICT Software Purchase
05/03/2025,BARTON BUSES LTD,155985.29,0.0,Subsidies Private Se
21/03/2025,Renewals of Roads,155601.57,0.0,TA Renewal of Roads - Capital
22/03/2025,FY2021/22  DP PO Uplift,155447.42,0.0,Allocations General
24/03/2025,"""LEVI Capability fund: Swindon 24/25 - #155,390""",155390.0,0.0,CurrGrt LAs out AEF/
26/03/2025,Renewals of Structures,155377.7,0.0,TA Renewal of Structures - Capital
24/03/2025,Routine Maintenance,155357.27,0.0,CM - Lump Sum Fees
18/03/2025,Routine Maintenance,155339.15,0.0,RM Cost Reimbursable
06/03/2025,Phase 2a CEF BLEF funds,155136.0,0.0,IT - Outsource
19/03/2025,"""LEVI Capability fund: East Riding  24/25 -#154,98",154980.0,0.0,CurrGrt LAs out AEF/
26/03/2025,#,154670.65,0.0,IT Consultancy
18/03/2025,3rd Payment milestone (20%),154522.6,0.0,Civil Hydrographic Work
25/03/2025,Sust + Enviro Mngmnt February 2025,154439.8,0.0,Programme Partner: staffing assistance
05/03/2025,Corporate Support Ex Admin,153652.78,0.0,Management consultancies on admin projects
27/03/2025,Consolidated Active Travel Fund 5,153596.0,0.0,CurrGrt Las in AEF/A
